price_z_score,ratio_to_estimate,bid_spread_variance,single_bidder_flag,vendor_sole_bid_rate,win_rate_share,rotation_index,relationship_density,is_anomaly
0.5716698558922182,0.9209835701641004,0.050121531613146864,0,0.14334915513172922,0.4472088578908445,0.0013309984994465457,0.0700880892028466,0
-0.4720479172330387,0.9185794042222224,0.07891441759502951,0,0.13913548104475135,0.20712585502042366,0.2020844252213969,0.10561965313074087,0
-1.723093435940652,0.9798660114012705,0.14287329908342483,0,0.30729133396723385,0.30663831504496,0.09925155330641687,0.3446287215105066,0
-0.2826493024392706,0.9401798065408232,0.19751202420827169,0,0.233314272220846,0.1798735235212639,0.1996345386513827,0.0043809155791392,0
-0.13197338719050467,1.0012502470755165,0.1871996357650083,0,0.14103540362940165,0.1526732349673718,0.08771349301856858,0.1881306258756246,0
0.42887564995045085,0.8737189806908322,0.1670286190461278,0,0.35724828276811454,0.3204731790115839,0.2207701054056469,0.10299381179003864,0
-0.8493720090654197,0.9773346495171429,0.06537881399810701,0,0.008106717982418056,0.07559765501714044,0.0561099258752096,0.061285029395371,1
0.028223954248175455,1.0271479291385281,0.017387204398134723,1,0.08316642477279401,0.2579791969575212,0.160371584485084,0.3027849536026197,0
-0.15216983499732217,0.9958908611611621,0.0181292921274361,0,0.021672309738701226,0.38952041552406347,0.07706207150848692,0.7235394565672524,0
-1.042769751508959,0.8095991972873788,0.14308305673733868,0,0.05652092623860083,0.36866608489036695,0.05799255021338636,0.12146947228584652,0
0.9371569961118767,0.9875243137250773,0.21591064831017942,0,0.10017128046468268,0.033361364575077636,0.20510803987197057,0.06070250141086214,0
-0.2009950547356809,0.9654697252774127,0.21619022297590113,0,0.06778524292859525,0.27458685197574256,0.0406287209009466,0.07083491083801696,0
1.618627396236603,1.2051399711451671,0.015481310172468524,1,0.5518007053070664,0.38434137014413683,0.5011895767936801,0.3393269819129766,1
0.463262071305593,0.7930817873303132,0.13198623869106174,0,0.04978144367115491,0.2423094558962261,0.20965749696452982,0.1861831496885322,0
-0.3393023690376588,1.0707625638075124,0.19316530908856938,0,0.11738013734171142,0.8228043667685755,0.2097987487403055,0.19754855122677856,0
2.4191438583536518,0.8841685826184811,0.19029743150947526,0,0.03930645656574613,0.19394491438615974,0.051441825406191945,0.3406036888093601,0
0.635181060162795,0.891480141007264,0.08672857004771672,0,0.2817683791592831,0.5859527467634607,0.1657467885385783,0.5120967494519977,0
0.6558632161429626,0.9278563978446692,0.10084559304894428,0,0.20213104431989715,0.28628562182982364,0.11583146717897005,0.09497032725920146,0
1.1845296752551,1.0710183161988736,0.031174518805032997,0,0.7870267075584285,0.7257006361109943,0.765438060815015,0.5136988061433498,1
-0.8625063570632839,0.9051160194371856,0.07527814055819981,0,0.21373879343905092,0.053041961858155615,0.07526870602119844,0.029095385390011386,0
-0.15111650679326583,1.0987949260669447,0.18650714312536992,0,0.30367543809618497,0.42803713485567124,0.4605966382499032,0.03356007186012286,0
